timestamp,temp,hum,air
2024-07-10 09:40:00,23.79,64.88,23.63
2024-07-10 09:50:00,23.76,65.84,24.67
2024-07-10 10:00:00,23.4,66.22,27.34
2024-07-10 10:10:00,23.04,66.6,30.0
2024-07-10 10:20:00,23.14,66.22,30.0
2024-07-10 10:30:00,23.1,66.47,30.5
2024-07-10 10:40:00,23.05,66.72,31.0
2024-07-10 10:50:00,23.1,66.86,31.0
2024-07-10 11:00:00,23.12,66.96,31.5
2024-07-10 11:10:00,23.14,67.06,32.0
2024-07-10 11:20:00,23.37,68.2,31.0
2024-07-10 11:30:00,23.36,68.16,32.0
2024-07-10 11:40:00,23.35,68.12,33.0
2024-07-10 11:50:00,23.56,68.06,33.0
2024-07-10 12:00:00,23.64,68.37,33.0
2024-07-10 12:10:00,23.73,68.68,33.0
2024-07-10 12:20:00,23.73,68.39,32.0
2024-07-10 12:30:00,23.72,68.38,32.5
2024-07-10 12:40:00,23.7,68.37,33.0
2024-07-10 12:50:00,23.9,67.92,33.0
2024-07-10 13:00:00,24.0,68.18,33.0
2024-07-10 13:10:00,24.1,68.44,33.0
2024-07-10 13:20:00,23.99,68.19,33.0
2024-07-10 13:30:00,23.97,68.49,33.5
2024-07-10 13:40:00,23.95,68.79,34.0
2024-07-10 13:50:00,23.89,68.5,33.0
2024-07-10 14:00:00,23.96,68.3,33.0
2024-07-10 14:10:00,24.03,68.09,33.0
2024-07-10 14:20:00,24.08,67.61,33.0
2024-07-10 14:30:00,24.16,67.94,33.5
2024-07-10 14:40:00,24.23,68.28,34.0
2024-07-10 14:50:00,24.25,68.08,34.0
2024-07-10 15:00:00,24.2,67.64,34.0
2024-07-10 15:10:00,24.14,67.21,34.0
2024-07-10 15:20:00,24.32,67.35,34.0
2024-07-10 15:30:00,24.37,67.31,34.0
2024-07-10 15:40:00,24.42,67.27,34.0
2024-07-10 15:50:00,24.56,68.11,34.0
2024-07-10 16:00:00,24.62,67.9,34.0
2024-07-10 16:10:00,24.69,67.69,34.0
2024-07-10 16:20:00,24.71,68.42,34.0
2024-07-10 16:30:00,24.62,68.04,34.0
2024-07-10 16:40:00,24.52,67.66,34.0
2024-07-10 16:50:00,24.48,67.44,34.0
2024-07-10 17:00:00,24.4,67.89,34.5
2024-07-10 17:10:00,24.32,68.34,35.0
2024-07-10 17:20:00,24.5,68.21,34.0
2024-07-10 17:30:00,24.48,68.13,34.5
2024-07-10 17:40:00,24.45,68.06,35.0
2024-07-10 17:50:00,24.37,67.62,35.0
2024-07-10 18:00:00,24.28,67.75,34.5
2024-07-10 18:10:00,24.18,67.88,34.0
2024-07-10 18:20:00,23.99,68.43,35.0
2024-07-10 18:30:00,23.74,68.32,35.5
2024-07-10 18:40:00,23.5,68.2,36.0
2024-07-10 18:50:00,23.68,68.17,35.0
2024-07-10 19:00:00,23.88,67.53,35.5
2024-07-10 19:10:00,24.08,66.89,36.0
2024-07-10 19:20:00,24.56,68.85,35.0
2024-07-10 19:30:00,24.6,69.57,34.5
2024-07-10 19:40:00,24.65,70.29,34.0
2024-07-10 19:50:00,24.92,71.11,34.0
2024-07-10 20:00:00,24.98,71.17,34.0
2024-07-10 20:10:00,25.05,71.23,34.0
2024-07-10 20:20:00,25.0,73.0,34.0
2024-07-10 20:30:00,25.1,73.24,33.5
2024-07-10 20:40:00,25.21,73.49,33.0
2024-07-10 20:50:00,25.31,73.37,34.0
2024-07-10 21:00:00,25.34,74.02,34.5
2024-07-10 21:10:00,25.36,74.66,35.0
2024-07-10 21:20:00,25.38,75.0,34.0
2024-07-10 21:30:00,25.42,75.28,34.0
2024-07-10 21:40:00,25.47,75.57,34.0
2024-07-10 21:50:00,25.52,75.76,35.0
2024-07-10 22:00:00,25.55,75.96,35.0
2024-07-10 22:10:00,25.58,76.16,35.0
2024-07-10 22:20:00,25.61,77.02,35.0
2024-07-10 22:30:00,25.62,77.29,35.0
2024-07-10 22:40:00,25.62,77.56,35.0
2024-07-10 22:50:00,25.67,77.66,35.0
2024-07-10 23:00:00,25.68,77.75,35.0
2024-07-10 23:10:00,25.69,77.84,35.0
2024-07-10 23:20:00,25.74,77.86,36.0
2024-07-10 23:30:00,25.76,78.0,36.0
2024-07-10 23:40:00,25.77,78.15,36.0
2024-07-10 23:50:00,25.78,78.25,36.0
2024-07-11 00:00:00,25.81,78.18,36.0
2024-07-11 00:10:00,25.84,78.11,36.0
2024-07-11 00:20:00,25.84,78.41,36.0
2024-07-11 00:30:00,25.86,78.58,36.0
2024-07-11 00:40:00,25.88,78.75,36.0
2024-07-11 00:50:00,25.87,79.03,37.0
2024-07-11 01:00:00,25.89,79.17,36.0
2024-07-11 01:10:00,25.91,79.31,35.0
2024-07-11 01:20:00,25.96,80.11,36.0
2024-07-11 01:30:00,25.97,80.35,36.0
2024-07-11 01:40:00,25.98,80.6,36.0
2024-07-11 01:50:00,25.99,81.34,36.0
2024-07-11 02:00:00,26.0,81.38,36.0
