id,clientID,topic,message,timestamp
1016,t2g5:108,t2g5, temp; 32.51 humid; 61.00 quality; 32,10/7/2024 18:53
1017,t2g5:108,t2g5, temp; 30.80 humid; 60.57 quality; 33,10/7/2024 19:08
1018,t2g5:108,t2g5, temp; 31.82 humid; 61.89 quality; 33,10/7/2024 19:23
1019,t2g5:108,t2g5, temp; 32.51 humid; 62.99 quality; 33,10/7/2024 19:38
1020,t2g5:108,t2g5, temp; 30.80 humid; 64.07 quality; 33,10/7/2024 19:53
1021,t2g5:108,t2g5, temp; 32.51 humid; 64.65 quality; 32,10/7/2024 20:08
1022,t2g5:108,t2g5, temp; 29.09 humid; 65.27 quality; 33,10/7/2024 20:23
1023,t2g5:108,t2g5, temp; 29.09 humid; 66.22 quality; 33,10/7/2024 20:39
1024,t2g5:108,t2g5, temp; 32.17 humid; 66.87 quality; 33,10/7/2024 20:54
1025,t2g5:108,t2g5, temp; 30.11 humid; 67.40 quality; 33,10/7/2024 21:09
1026,t2g5:108,t2g5, temp; 31.82 humid; 68.36 quality; 33,10/7/2024 21:24
1027,t2g5:108,t2g5, temp; 31.82 humid; 68.61 quality; 33,10/7/2024 21:39
1028,t2g5:108,t2g5, temp; 32.17 humid; 69.33 quality; 33,10/7/2024 21:54
1029,t2g5:108,t2g5, temp; 27.38 humid; 69.68 quality; 33,10/7/2024 22:09
1030,t2g5:108,t2g5, temp; 27.72 humid; 70.15 quality; 33,10/7/2024 22:24
1031,t2g5:108,t2g5, temp; 32.85 humid; 70.69 quality; 34,10/7/2024 22:39
1032,t2g5:108,t2g5, temp; 28.74 humid; 71.25 quality; 34,10/7/2024 22:54
1033,t2g5:108,t2g5, temp; 28.40 humid; 71.88 quality; 34,10/7/2024 23:09
1034,t2g5:108,t2g5, temp; 27.38 humid; 72.00 quality; 34,10/7/2024 23:24
1035,t2g5:108,t2g5, temp; 33.19 humid; 72.38 quality; 34,10/7/2024 23:39
1036,t2g5:108,t2g5, temp; 33.88 humid; 72.45 quality; 35,10/7/2024 23:54
1037,t2g5:108,t2g5, temp; 32.51 humid; 72.83 quality; 34,11/7/2024 0:09
1038,t2g5:108,t2g5, temp; 30.46 humid; 72.99 quality; 34,11/7/2024 0:24
1039,t2g5:108,t2g5, temp; 30.46 humid; 73.19 quality; 34,11/7/2024 0:39
1040,t2g5:108,t2g5, temp; 30.80 humid; 73.73 quality; 35,11/7/2024 0:54
1041,t2g5:108,t2g5, temp; 29.77 humid; 73.95 quality; 34,11/7/2024 1:09
1042,t2g5:108,t2g5, temp; 33.19 humid; 74.43 quality; 35,11/7/2024 1:24
1043,t2g5:108,t2g5, temp; 32.51 humid; 74.72 quality; 34,11/7/2024 1:39
1044,t2g5:108,t2g5, temp; 29.77 humid; 75.26 quality; 35,11/7/2024 1:54
1045,t2g5:108,t2g5, temp; 31.82 humid; 75.97 quality; 34,11/7/2024 2:09
1046,t2g5:108,t2g5, temp; 29.43 humid; 76.14 quality; 36,11/7/2024 2:24
1047,t2g5:108,t2g5, temp; 29.09 humid; 76.58 quality; 34,11/7/2024 2:39
1048,t2g5:108,t2g5, temp; 31.48 humid; 76.65 quality; 33,11/7/2024 2:54
1049,t2g5:108,t2g5, temp; 31.48 humid; 76.95 quality; 33,11/7/2024 3:09
1050,t2g5:108,t2g5, temp; 32.51 humid; 77.26 quality; 34,11/7/2024 3:24
1051,t2g5:108,t2g5, temp; 31.82 humid; 77.56 quality; 35,11/7/2024 3:40
1052,t2g5:108,t2g5, temp; 31.82 humid; 77.78 quality; 36,11/7/2024 3:55
1053,t2g5:108,t2g5, temp; 28.40 humid; 77.86 quality; 35,11/7/2024 4:10
1054,t2g5:108,t2g5, temp; 33.19 humid; 77.86 quality; 34,11/7/2024 4:25
1055,t2g5:108,t2g5, temp; 32.51 humid; 77.99 quality; 34,11/7/2024 4:40
1056,t2g5:108,t2g5, temp; 33.19 humid; 77.74 quality; 35,11/7/2024 4:55
1057,t2g5:108,t2g5, temp; 32.85 humid; 78.29 quality; 35,11/7/2024 5:10
1058,t2g5:108,t2g5, temp; 33.19 humid; 78.70 quality; 33,11/7/2024 5:25
1059,t2g5:108,t2g5, temp; 32.85 humid; 78.90 quality; 33,11/7/2024 5:40
1060,t2g5:108,t2g5, temp; 33.88 humid; 78.96 quality; 33,11/7/2024 5:55
1061,t2g5:108,t2g5, temp; 32.17 humid; 79.31 quality; 32,11/7/2024 6:10
1062,t2g5:108,t2g5, temp; 30.11 humid; 79.46 quality; 31,11/7/2024 6:25
1063,t2g5:108,t2g5, temp; 28.06 humid; 76.50 quality; 33,11/7/2024 6:40
1064,t2g5:108,t2g5, temp; 27.72 humid; 73.92 quality; 32,11/7/2024 6:55
1065,t2g5:108,t2g5, temp; 32.51 humid; 71.72 quality; 36,11/7/2024 7:10
1066,t2g5:108,t2g5, temp; 30.80 humid; 69.71 quality; 36,11/7/2024 7:25
1067,t2g5:108,t2g5, temp; 32.85 humid; 68.25 quality; 38,11/7/2024 7:40
1068,t2g5:108,t2g5, temp; 32.17 humid; 66.12 quality; 36,11/7/2024 7:55
1069,t2g5:108,t2g5, temp; 27.72 humid; 64.03 quality; 37,11/7/2024 8:10
1070,t2g5:108,t2g5, temp; 30.80 humid; 62.39 quality; 35,11/7/2024 8:25
1071,t2g5:108,t2g5, temp; 27.38 humid; 61.51 quality; 36,11/7/2024 8:40
1072,t2g5:108,t2g5, temp; 28.74 humid; 60.85 quality; 35,11/7/2024 8:55
1073,t2g5:108,t2g5, temp; 29.43 humid; 60.56 quality; 36,11/7/2024 9:10
1074,t2g5:108,t2g5, temp; 33.88 humid; 60.00 quality; 35,11/7/2024 9:25
1075,t2g5:108,t2g5, temp; 29.77 humid; 59.46 quality; 35,11/7/2024 9:40
1076,t2g5:108,t2g5, temp; 32.17 humid; 59.17 quality; 36,11/7/2024 9:55
1077,t2g5:108,t2g5, temp; 33.88 humid; 59.41 quality; 35,11/7/2024 10:10
1078,t2g5:108,t2g5, temp; 28.06 humid; 59.29 quality; 34,11/7/2024 10:25
1079,t2g5:108,t2g5, temp; 29.09 humid; 58.94 quality; 35,11/7/2024 10:41
1080,t2g5:108,t2g5, temp; 31.82 humid; 59.39 quality; 32,11/7/2024 10:56
1081,t2g5:108,t2g5, temp; 31.48 humid; 59.48 quality; 33,11/7/2024 11:11
1082,t2g5:108,t2g5, temp; 32.85 humid; 58.85 quality; 33,11/7/2024 11:26
1083,t2g5:108,t2g5, temp; 31.48 humid; 58.84 quality; 33,11/7/2024 11:41
1084,t2g5:108,t2g5, temp; 28.40 humid; 58.87 quality; 33,11/7/2024 11:56
1085,t2g5:108,t2g5, temp; 33.19 humid; 59.04 quality; 33,11/7/2024 12:11
1086,t2g5:108,t2g5, temp; 29.77 humid; 58.66 quality; 33,11/7/2024 12:26
1087,t2g5:108,t2g5, temp; 28.40 humid; 58.25 quality; 33,11/7/2024 12:41
